reference,settled_at_utc,amount,status
TXNA0DFE6103472,2026-07-15 07:51:00,"3,06,733.24",SETTLED
TXNA0DFE6101250,2026-07-15 06:06:06,"7,08,777.10/-",SETTLED
TXNA0DFE6103640,2026-07-15 16:29:45,"Rs. 3,90,042.99",SETTLED
TXNA0DFE6102091,2026-07-15 04:06:12,"8,27,816.75",SETTLED
TXNA0DFE6101002,2026-07-15 07:53:31,"4,64,208.02",SETTLED
TXNA0DFE6101268,2026-07-15 15:14:40,"1,34,796.42/-",SETTLED
TXNA0DFE6100194,2026-07-15 14:56:11,"Rs. 29,288.69",SETTLED
TXNA0DFE6101742,2026-07-15 13:24:35,"8,21,779.78",SETTLED
TXNA0DFE6103297,2026-07-15 12:13:35,"5,49,174.84",SETTLED
TXNA0DFE6101565,2026-07-15 11:13:18,"7,49,631.84/-",SETTLED
TXNA0DFE6100257,2026-07-15 04:59:55,"Rs. 5,25,192.00",SETTLED
TXNA0DFE6103339,2026-07-15 04:23:16,"7,15,011.29",SETTLED
TXNA0DFE6100912,2026-07-15 08:59:46,"52,113.89",SETTLED
TXNA0DFE6102864,2026-07-15 07:32:25,"3,69,640.01/-",SETTLED
TXNA0DFE6102396,2026-07-15 03:02:13,"Rs. 2,75,156.19",SETTLED
TXNA0DFE6103624,2026-07-15 05:45:14,"10,877.19",SETTLED
TXNA0DFE6100317,2026-07-15 14:01:32,"7,84,142.30",SETTLED
TXNA0DFE6101353,2026-07-15 03:41:08,"9,406.85/-",SETTLED
TXNA0DFE6100980,2026-07-15 13:00:40,"Rs. 5,65,974.87",SETTLED
TXNA0DFE6101796,2026-07-15 13:51:40,"2,48,312.03",SETTLED
TXNA0DFE6103728,2026-07-15 04:32:28,"7,04,882.86",SETTLED
TXNA0DFE6100956,2026-07-15 08:31:53,"89,808.60/-",SETTLED
TXNA0DFE6101037,2026-07-15 03:51:39,"Rs. 8,94,132.99",SETTLED
TXNA0DFE6101621,2026-07-15 11:35:47,"1,74,939.26",SETTLED
TXNA0DFE6102876,2026-07-15 06:24:19,"7,48,377.29",SETTLED
TXNA0DFE6100835,2026-07-15 12:25:50,"6,65,955.69/-",SETTLED
TXNA0DFE6103499,2026-07-15 01:57:00,"Rs. 5,25,551.24",SETTLED
TXNA0DFE6101032,2026-07-15 10:27:27,"1,22,890.99",SETTLED
TXNA0DFE6100443,2026-07-15 13:49:22,"1,53,033.97",SETTLED
TXNA0DFE6102133,2026-07-15 16:14:27,"14,446.32/-",SETTLED
TXNA0DFE6102113,2026-07-15 01:52:41,"Rs. 2,49,298.64",SETTLED
TXNA0DFE6101576,2026-07-15 01:36:23,"1,11,673.41",SETTLED
TXNA0DFE6103175,2026-07-15 11:26:55,"7,29,355.08",SETTLED
TXNA0DFE6103295,2026-07-15 10:52:01,"2,80,898.87/-",SETTLED
TXNA0DFE6101389,2026-07-15 03:55:05,"Rs. 2,71,483.24",SETTLED
TXNA0DFE6103248,2026-07-15 05:20:26,"2,94,792.18",SETTLED
TXNA0DFE6102393,2026-07-15 09:37:44,"1,35,663.65",SETTLED
TXNA0DFE6103044,2026-07-15 06:09:57,"8,60,198.13/-",SETTLED
TXNA0DFE6102945,2026-07-15 05:20:18,"Rs. 4,13,125.94",SETTLED
TXNA0DFE6102740,2026-07-15 12:59:21,"2,31,211.19",SETTLED
TXNA0DFE6100109,2026-07-15 04:34:22,"5,68,254.56",SETTLED
TXNA0DFE6100704,2026-07-15 09:38:38,"54,121.96/-",SETTLED
TXNA0DFE6101104,2026-07-15 10:52:06,"Rs. 1,16,220.95",SETTLED
TXNA0DFE6102617,2026-07-15 11:27:13,"4,67,111.74",SETTLED
TXNA0DFE6102792,2026-07-15 10:02:59,"6,70,799.87",SETTLED
TXNA0DFE6101320,2026-07-15 01:25:11,"7,60,200.82/-",SETTLED
TXNA0DFE6102900,2026-07-15 01:32:46,"Rs. 5,80,595.03",SETTLED
TXNA0DFE6103032,2026-07-15 12:42:38,"6,24,337.84",SETTLED
TXNA0DFE6101803,2026-07-15 02:51:51,"2,41,720.93",SETTLED
TXNA0DFE6101938,2026-07-15 14:47:53,"2,28,692.47/-",SETTLED
TXNA0DFE6100801,2026-07-15 13:54:35,"Rs. 8,92,453.62",SETTLED
TXNA0DFE6101813,2026-07-15 00:37:51,"6,93,826.69",SETTLED
TXNA0DFE6103513,2026-07-15 12:10:05,"4,67,690.80",SETTLED
TXNA0DFE6101365,2026-07-15 02:03:47,"2,51,654.04/-",SETTLED
TXNA0DFE6103048,2026-07-15 09:24:48,"Rs. 4,82,852.24",SETTLED
TXNA0DFE6101451,2026-07-15 03:03:15,"2,21,995.92",SETTLED
TXNA0DFE6101207,2026-07-15 01:51:21,"8,95,910.62",SETTLED
TXNA0DFE6102530,2026-07-15 06:34:01,"8,45,906.37/-",SETTLED
TXNA0DFE6100747,2026-07-15 07:54:49,"Rs. 8,20,788.06",SETTLED
TXNA0DFE6102115,2026-07-15 13:38:54,"1,22,708.40",SETTLED
TXNA0DFE6103705,2026-07-15 11:15:50,"4,64,840.04",SETTLED
TXNA0DFE6100095,2026-07-15 15:36:28,"7,22,961.97/-",SETTLED
TXNA0DFE6103253,2026-07-15 12:30:12,"Rs. 3,20,701.62",SETTLED
TXNA0DFE6100453,2026-07-15 02:45:50,"1,64,688.68",SETTLED
TXNA0DFE6102028,2026-07-15 13:50:07,"4,39,538.34",SETTLED
TXNA0DFE6103298,2026-07-15 13:14:31,"3,20,712.23/-",SETTLED
TXNA0DFE6103349,2026-07-15 00:31:08,"Rs. 6,31,323.45",SETTLED
TXNA0DFE6100402,2026-07-15 13:20:23,"49,274.23",SETTLED
TXNA0DFE6101779,2026-07-15 05:47:37,"6,06,538.25",SETTLED
TXNA0DFE6101563,2026-07-15 15:57:31,"6,69,787.09/-",SETTLED
TXNA0DFE6101060,2026-07-15 09:39:22,"Rs. 6,45,980.02",SETTLED
TXNA0DFE6100233,2026-07-15 06:13:27,"1,67,573.92",SETTLED
TXNA0DFE6101773,2026-07-15 06:00:46,"7,33,681.60",SETTLED
TXNA0DFE6101360,2026-07-15 05:47:03,"1,55,809.28/-",SETTLED
TXNA0DFE6103072,2026-07-15 08:10:55,"Rs. 1,89,265.84",SETTLED
TXNA0DFE6100750,2026-07-15 03:10:22,"5,34,298.18",SETTLED
TXNA0DFE6103480,2026-07-15 01:00:22,"5,26,885.85",SETTLED
TXNA0DFE6102862,2026-07-15 06:44:18,"4,41,656.39/-",SETTLED
TXNA0DFE6100552,2026-07-15 08:18:25,"Rs. 1,40,117.67",SETTLED
TXNA0DFE6101244,2026-07-15 12:15:38,"1,97,392.97",SETTLED
TXNA0DFE6100404,2026-07-15 12:26:17,"8,65,399.17",SETTLED
TXNA0DFE6100307,2026-07-15 00:41:54,"3,07,758.44/-",SETTLED
TXNA0DFE6102837,2026-07-15 13:05:20,"Rs. 8,981.47",SETTLED
TXNA0DFE6101512,2026-07-15 10:54:15,"5,03,441.32",SETTLED
TXNA0DFE6101255,2026-07-15 11:00:42,"2,65,224.97",SETTLED
TXNA0DFE6102828,2026-07-15 01:51:50,"3,87,112.28/-",SETTLED
TXNA0DFE6103244,2026-07-15 10:52:38,"Rs. 2,24,735.52",SETTLED
TXNA0DFE6101047,2026-07-15 11:13:54,"2,42,494.58",SETTLED
TXNA0DFE6100735,2026-07-15 14:00:38,"4,60,815.96",SETTLED
TXNA0DFE6101792,2026-07-15 12:51:11,"48,193.56/-",SETTLED
TXNA0DFE6102035,2026-07-15 01:19:44,"Rs. 3,17,287.56",SETTLED
TXNA0DFE6102550,2026-07-15 14:04:02,"8,14,487.62",SETTLED
TXNA0DFE6100331,2026-07-15 13:47:36,"2,89,872.31",SETTLED
TXNA0DFE6100046,2026-07-15 10:50:43,"7,62,370.38/-",SETTLED
TXNA0DFE6102421,2026-07-15 07:06:59,"Rs. 5,22,037.00",SETTLED
TXNA0DFE6102227,2026-07-15 12:43:32,"40,680.97",SETTLED
TXNA0DFE6102485,2026-07-15 09:47:21,"5,23,704.61",SETTLED
TXNA0DFE6101426,2026-07-15 15:17:10,"4,91,270.38/-",SETTLED
TXNA0DFE6100391,2026-07-15 15:27:57,"Rs. 5,95,296.03",SETTLED
TXNA0DFE6100066,2026-07-15 13:36:09,"8,25,907.15",SETTLED
TXNA0DFE6101211,2026-07-15 03:40:56,"8,98,299.28",SETTLED
TXNA0DFE6103306,2026-07-15 08:46:21,"8,54,150.42/-",SETTLED
TXNA0DFE6102712,2026-07-15 11:19:55,"Rs. 7,11,527.12",SETTLED
TXNA0DFE6101895,2026-07-15 13:01:16,"6,26,126.51",SETTLED
TXNA0DFE6100370,2026-07-15 03:48:42,"1,55,875.41",SETTLED
TXNA0DFE6100595,2026-07-15 13:35:21,"4,24,220.11/-",SETTLED
TXNA0DFE6102141,2026-07-15 13:58:10,"Rs. 1,52,766.03",SETTLED
TXNA0DFE6100163,2026-07-15 14:12:08,"3,39,639.42",SETTLED
TXNA0DFE6102819,2026-07-15 13:45:16,"8,35,864.58",SETTLED
TXNA0DFE6102586,2026-07-15 06:00:54,"50,354.13/-",SETTLED
TXNA0DFE6103507,2026-07-15 12:08:28,"Rs. 1,01,533.25",SETTLED
TXNA0DFE6103210,2026-07-15 08:31:43,"1,90,892.58",SETTLED
TXNA0DFE6100483,2026-07-15 14:23:52,"3,52,710.31",SETTLED
TXNA0DFE6103334,2026-07-15 04:54:49,"5,91,848.50/-",SETTLED
TXNA0DFE6100694,2026-07-15 15:59:56,"Rs. 5,40,824.02",SETTLED
TXNA0DFE6100576,2026-07-15 15:08:24,"8,55,926.14",SETTLED
TXNA0DFE6101909,2026-07-15 08:04:13,"3,08,558.42",SETTLED
TXNA0DFE6102072,2026-07-15 06:33:41,"3,63,743.64/-",SETTLED
TXNA0DFE6101983,2026-07-15 06:05:49,"Rs. 5,55,382.52",SETTLED
TXNA0DFE6103016,2026-07-15 04:21:49,"5,18,766.09",SETTLED
TXNA0DFE6102238,2026-07-15 02:37:30,"4,55,262.05",SETTLED
TXNA0DFE6100717,2026-07-15 13:04:45,"7,63,168.80/-",SETTLED
TXNA0DFE6103740,2026-07-15 16:11:08,"Rs. 6,70,815.75",SETTLED
TXNA0DFE6102209,2026-07-15 04:46:25,"88,050.92",SETTLED
TXNA0DFE6103096,2026-07-15 01:17:14,"4,84,711.25",SETTLED
TXNA0DFE6103033,2026-07-15 14:07:34,"3,84,855.30/-",SETTLED
TXNA0DFE6102363,2026-07-15 05:51:56,"Rs. 8,98,180.61",SETTLED
TXNA0DFE6100714,2026-07-15 01:31:36,"8,54,985.76",SETTLED
TXNA0DFE6102575,2026-07-15 10:08:51,"72,028.15",SETTLED
TXNA0DFE6102736,2026-07-15 07:57:27,"8,92,683.94/-",SETTLED
TXNA0DFE6100637,2026-07-15 07:06:14,"Rs. 2,94,697.32",SETTLED
TXNA0DFE6100341,2026-07-15 11:49:20,"6,83,770.61",SETTLED
TXNA0DFE6100070,2026-07-15 06:48:07,"8,49,227.28",SETTLED
TXNA0DFE6100605,2026-07-15 05:42:50,"5,75,031.80/-",SETTLED
TXNA0DFE6101663,2026-07-15 07:30:58,"Rs. 5,27,845.07",SETTLED
TXNA0DFE6101624,2026-07-15 13:29:52,"6,03,162.51",SETTLED
TXNA0DFE6100780,2026-07-15 12:23:18,"5,53,881.98",SETTLED
TXNA0DFE6102301,2026-07-15 03:02:47,"4,88,454.19/-",SETTLED
TXNA0DFE6101475,2026-07-15 02:22:16,"Rs. 54,138.91",SETTLED
TXNA0DFE6103235,2026-07-15 00:41:58,"7,25,662.74",SETTLED
TXNA0DFE6103743,2026-07-15 02:20:38,"1,20,181.74",SETTLED
TXNA0DFE6102759,2026-07-15 03:29:32,"4,09,886.96/-",SETTLED
TXNA0DFE6103264,2026-07-15 02:48:19,"Rs. 5,35,241.91",SETTLED
TXNA0DFE6101383,2026-07-15 06:00:10,"3,36,905.29",SETTLED
TXNA0DFE6101238,2026-07-15 02:04:35,"3,25,601.29",SETTLED
TXNA0DFE6101163,2026-07-15 01:21:55,"3,48,264.91/-",SETTLED
TXNA0DFE6103080,2026-07-15 05:37:12,"Rs. 5,66,812.56",SETTLED
TXNA0DFE6103141,2026-07-15 14:20:08,"27,947.98",SETTLED
TXNA0DFE6101853,2026-07-15 06:28:19,"6,50,010.09",SETTLED
TXNA0DFE6102125,2026-07-15 10:47:24,"7,57,142.14/-",SETTLED
TXNA0DFE6103711,2026-07-15 09:05:28,"Rs. 3,33,184.45",SETTLED
TXNA0DFE6101923,2026-07-15 12:30:02,"3,88,610.31",SETTLED
TXNA0DFE6101988,2026-07-15 14:19:24,"59,051.54",SETTLED
TXNA0DFE6102702,2026-07-15 14:30:10,"2,35,086.69/-",SETTLED
TXNA0DFE6101291,2026-07-15 02:06:13,"Rs. 6,04,775.12",SETTLED
TXNA0DFE6102552,2026-07-15 05:13:23,"8,03,130.75",SETTLED
TXNA0DFE6102332,2026-07-15 06:40:29,"4,79,512.33",SETTLED
TXNA0DFE6101924,2026-07-15 04:41:58,"2,81,297.79/-",SETTLED
TXNA0DFE6101985,2026-07-15 16:00:36,"Rs. 4,20,200.46",SETTLED
TXNA0DFE6100632,2026-07-15 11:54:59,"1,21,831.33",SETTLED
TXNA0DFE6101395,2026-07-15 05:54:12,"1,81,268.36",SETTLED
TXNA0DFE6100134,2026-07-15 11:38:53,"5,16,745.21/-",SETTLED
TXNA0DFE6100881,2026-07-15 05:48:40,"Rs. 8,20,345.57",SETTLED
TXNA0DFE6100768,2026-07-15 07:44:34,"8,71,762.58",SETTLED
TXNA0DFE6101831,2026-07-15 13:04:46,"4,34,174.97",SETTLED
TXNA0DFE6100862,2026-07-15 11:09:46,"1,03,309.86/-",SETTLED
TXNA0DFE6103216,2026-07-15 07:35:53,"Rs. 1,15,760.06",SETTLED
TXNA0DFE6100920,2026-07-15 05:14:56,"6,45,555.56",SETTLED
TXNA0DFE6103494,2026-07-15 04:19:44,"89,861.28",SETTLED
TXNA0DFE6103642,2026-07-15 08:21:55,"2,03,578.24/-",SETTLED
TXNA0DFE6100942,2026-07-15 14:01:56,"Rs. 6,68,889.82",SETTLED
TXNA0DFE6102284,2026-07-15 04:01:35,"2,69,440.77",SETTLED
TXNA0DFE6100019,2026-07-15 08:54:12,"7,19,553.30",SETTLED
TXNA0DFE6103508,2026-07-15 05:21:08,"8,69,645.27/-",SETTLED
TXNA0DFE6100899,2026-07-15 07:39:36,"Rs. 3,51,497.26",SETTLED
TXNA0DFE6101306,2026-07-15 02:55:22,"5,26,651.64",SETTLED
TXNA0DFE6101247,2026-07-15 09:54:23,"3,63,909.41",SETTLED
TXNA0DFE6103466,2026-07-15 07:28:01,"82,767.73/-",SETTLED
TXNA0DFE6100589,2026-07-15 09:40:35,"Rs. 7,190.25",SETTLED
TXNA0DFE6102646,2026-07-15 10:23:11,"1,94,394.86",SETTLED
TXNA0DFE6103353,2026-07-15 12:10:13,"3,06,354.60",SETTLED
TXNA0DFE6103114,2026-07-15 11:55:45,"8,91,275.80/-",SETTLED
TXNA0DFE6100415,2026-07-15 10:21:07,"Rs. 6,97,189.78",SETTLED
TXNA0DFE6103128,2026-07-15 16:25:49,"6,59,011.66",SETTLED
TXNA0DFE6100490,2026-07-15 07:51:37,"5,16,461.38",SETTLED
TXNA0DFE6101424,2026-07-15 07:39:44,"6,35,563.89/-",SETTLED
TXNA0DFE6101285,2026-07-15 12:30:43,"Rs. 5,75,667.19",SETTLED
TXNA0DFE6101611,2026-07-15 09:54:33,"1,61,759.56",SETTLED
TXNA0DFE6102806,2026-07-15 10:34:20,"1,06,597.00",SETTLED
TXNA0DFE6500006,2026-07-15 14:12:47,"2,36,923.64/-",
TXNA0DFE6103023,2026-07-15 12:10:57,"Rs. 7,84,413.21",SETTLED
TXNA0DFE6103335,2026-07-15 14:38:48,"6,38,639.75",SETTLED
TXNA0DFE6102433,2026-07-15 04:13:00,"5,42,035.72",SETTLED
TXNA0DFE6100949,2026-07-15 02:16:54,"8,88,642.12/-",SETTLED
TXNA0DFE6100025,2026-07-15 00:56:18,"Rs. 2,99,312.75",SETTLED
TXNA0DFE6102673,2026-07-15 12:52:42,"5,13,222.56",SETTLED
TXNA0DFE6102698,2026-07-15 13:53:54,"2,47,787.19",SETTLED
TXNA0DFE6100592,2026-07-15 00:48:47,"2,50,450.25/-",SETTLED
TXNA0DFE6101965,2026-07-15 11:36:57,"Rs. 4,46,928.20",SETTLED
TXNA0DFE6100110,2026-07-15 08:12:06,"5,57,876.27",SETTLED
TXNA0DFE6102128,2026-07-15 16:03:33,"8,02,487.73",SETTLED
TXNA0DFE6100277,2026-07-15 07:06:38,"7,21,402.29/-",SETTLED
TXNA0DFE6101606,2026-07-15 16:03:49,"Rs. 5,10,162.65",SETTLED
TXNA0DFE6102652,2026-07-15 10:12:15,"5,92,838.29",SETTLED
TXNA0DFE6102829,2026-07-15 16:07:45,"2,47,864.40",SETTLED
TXNA0DFE6102450,2026-07-15 08:30:48,"2,61,743.05/-",SETTLED
TXNA0DFE6101486,2026-07-15 03:24:04,"Rs. 2,44,462.15",SETTLED
TXNA0DFE6103751,2026-07-15 03:01:22,"4,84,278.23",SETTLED
TXNA0DFE6102696,2026-07-15 02:36:29,"2,19,597.02",SETTLED
TXNA0DFE6100278,2026-07-15 02:05:30,"94,974.47/-",SETTLED
TXNA0DFE6100292,2026-07-15 16:15:39,"Rs. 8,64,454.49",SETTLED
TXNA0DFE6100090,2026-07-15 05:47:22,"36,290.53",SETTLED
TXNA0DFE6100569,2026-07-15 06:18:12,"5,66,062.34",SETTLED
TXNA0DFE6102518,2026-07-15 09:20:41,"27,934.09/-",SETTLED
TXNA0DFE6100218,2026-07-15 08:32:29,"Rs. 6,54,570.85",SETTLED
TXNA0DFE6102636,2026-07-15 09:27:58,"4,11,505.30",SETTLED
TXNA0DFE6100556,2026-07-15 14:59:24,"8,70,215.27",SETTLED
TXNA0DFE6101025,2026-07-15 15:08:36,"4,50,019.38/-",SETTLED
TXNA0DFE6100013,2026-07-15 07:45:37,"Rs. 2,84,259.00",SETTLED
TXNA0DFE6100635,2026-07-15 16:05:21,"3,69,519.87",SETTLED
TXNA0DFE6102561,2026-07-15 09:24:50,"5,67,725.11",SETTLED
TXNA0DFE6102488,2026-07-15 01:38:11,"8,67,376.73/-",SETTLED
TXNA0DFE6102591,2026-07-15 00:37:35,"Rs. 4,65,339.18",SETTLED
TXNA0DFE6100526,2026-07-15 14:49:19,"59,546.33",SETTLED
TXNA0DFE6500000,2026-07-15 13:56:34,"2,19,719.35",
TXNA0DFE6100408,2026-07-15 12:57:57,"5,92,744.26/-",SETTLED
TXNA0DFE6101212,2026-07-15 15:12:46,"Rs. 8,26,312.30",SETTLED
TXNA0DFE6103454,2026-07-15 09:26:45,"4,15,515.08",SETTLED
TXNA0DFE6101180,2026-07-15 12:57:19,"4,45,877.62",SETTLED
TXNA0DFE6102416,2026-07-15 10:38:39,"8,75,185.39/-",SETTLED
TXNA0DFE6100836,2026-07-15 16:21:55,"Rs. 5,67,830.31",SETTLED
TXNA0DFE6102494,2026-07-15 06:37:35,"7,81,588.86",SETTLED
TXNA0DFE6103497,2026-07-15 04:59:06,"1,64,204.03",SETTLED
TXNA0DFE6101101,2026-07-15 08:56:47,"1,21,974.36/-",SETTLED
TXNA0DFE6102858,2026-07-15 08:40:25,"Rs. 5,33,848.58",SETTLED
TXNA0DFE6100216,2026-07-15 10:48:37,"7,41,551.53",SETTLED
TXNA0DFE6100188,2026-07-15 13:55:46,"3,75,340.52",SETTLED
TXNA0DFE6100545,2026-07-15 01:15:01,"8,74,850.13/-",SETTLED
TXNA0DFE6100451,2026-07-15 00:41:37,"Rs. 1,13,910.61",SETTLED
TXNA0DFE6102047,2026-07-15 14:53:21,"8,29,636.73",SETTLED
TXNA0DFE6103390,2026-07-15 10:34:21,"3,52,326.62",SETTLED
TXNA0DFE6100192,2026-07-15 10:31:57,"62,501.82/-",SETTLED
TXNA0DFE6101826,2026-07-15 16:21:54,"Rs. 3,77,195.34",SETTLED
TXNA0DFE6102427,2026-07-15 00:41:02,"3,79,555.33",SETTLED
TXNA0DFE6103551,2026-07-15 16:14:37,"1,44,040.05",SETTLED
TXNA0DFE6101695,2026-07-15 07:34:49,"6,19,559.41/-",SETTLED
TXNA0DFE6101751,2026-07-15 06:52:45,"Rs. 2,73,124.36",SETTLED
TXNA0DFE6100001,2026-07-15 16:12:56,"7,15,511.92",SETTLED
TXNA0DFE6103440,2026-07-15 05:36:49,"23,644.44",SETTLED
TXNA0DFE6103202,2026-07-15 06:23:31,"4,27,771.69/-",SETTLED
TXNA0DFE6100877,2026-07-15 11:20:00,"Rs. 2,94,542.60",SETTLED
TXNA0DFE6102525,2026-07-15 09:02:59,"1,54,235.63",SETTLED
TXNA0DFE6102991,2026-07-15 12:11:36,"5,30,428.96",SETTLED
TXNA0DFE6102418,2026-07-15 00:37:58,"5,97,013.64/-",SETTLED
TXNA0DFE6100150,2026-07-15 12:30:44,"Rs. 59,975.38",SETTLED
TXNA0DFE6102048,2026-07-15 15:54:48,"8,77,361.18",SETTLED
TXNA0DFE6101945,2026-07-15 16:09:09,"3,03,457.05",SETTLED
TXNA0DFE6100897,2026-07-15 12:49:29,"2,67,624.64/-",SETTLED
TXNA0DFE6300006,2026-07-14 22:40:59,"Rs. 1,35,807.35",SETTLED
TXNA0DFE6103029,2026-07-15 07:24:49,"6,33,679.43",SETTLED
TXNA0DFE6101812,2026-07-15 16:15:31,"6,75,471.76",SETTLED
TXNA0DFE6103591,2026-07-15 02:38:05,"5,42,597.31/-",SETTLED
TXNA0DFE6100455,2026-07-15 13:50:53,"Rs. 1,46,816.56",SETTLED
TXNA0DFE6300002,2026-07-14 22:01:17,"2,19,299.70",SETTLED
TXNA0DFE6100113,2026-07-15 10:07:20,"93,719.95",SETTLED
TXNA0DFE6102732,2026-07-15 02:51:25,"2,57,147.75/-",SETTLED
TXNA0DFE6103233,2026-07-15 09:11:39,"Rs. 3,57,640.37",SETTLED
TXNA0DFE6100703,2026-07-15 03:37:38,"8,35,605.98",SETTLED
TXNA0DFE6101168,2026-07-15 01:03:17,"92,654.73",SETTLED
TXNA0DFE6102980,2026-07-15 09:27:58,"6,23,961.99/-",SETTLED
TXNA0DFE6100852,2026-07-15 06:03:26,"Rs. 1,08,399.14",SETTLED
TXNA0DFE6103131,2026-07-15 09:11:22,"2,47,439.68",SETTLED
TXNA0DFE6100960,2026-07-15 08:42:49,"4,72,766.51",SETTLED
TXNA0DFE6300019,2026-07-14 19:24:09,"1,56,637.36/-",SETTLED
TXNA0DFE6100024,2026-07-15 05:59:11,"Rs. 5,52,609.91",SETTLED
TXNA0DFE6101096,2026-07-15 13:48:30,"8,88,463.41",SETTLED
TXNA0DFE6101631,2026-07-15 14:14:47,"1,61,535.20",SETTLED
TXNA0DFE6103172,2026-07-15 14:12:52,"3,90,135.96/-",SETTLED
TXNA0DFE6101679,2026-07-15 14:04:10,"Rs. 2,57,176.04",SETTLED
TXNA0DFE6101495,2026-07-15 05:37:30,"6,17,731.66",SETTLED
TXNA0DFE6102041,2026-07-15 13:31:30,"3,78,248.51",SETTLED
TXNA0DFE6102218,2026-07-15 09:32:07,"7,71,200.10/-",SETTLED
TXNA0DFE6102579,2026-07-15 11:53:21,"Rs. 8,89,403.15",SETTLED
TXNA0DFE6100585,2026-07-15 10:50:20,"1,16,987.37",SETTLED
TXNA0DFE6102453,2026-07-15 11:59:04,"6,34,856.75",SETTLED
TXNA0DFE6102154,2026-07-15 02:24:00,"8,09,503.59/-",SETTLED
TXNA0DFE6101533,2026-07-15 15:55:07,"Rs. 3,59,350.57",SETTLED
TXNA0DFE6102224,2026-07-15 01:03:28,"6,81,208.11",SETTLED
TXNA0DFE6101795,2026-07-15 14:43:18,"8,84,066.95",SETTLED
TXNA0DFE6101470,2026-07-15 12:09:26,"55,523.67/-",SETTLED
TXNA0DFE6102202,2026-07-15 14:55:45,"Rs. 8,84,873.07",SETTLED
TXNA0DFE6100783,2026-07-15 05:43:17,"7,89,966.76",SETTLED
TXNA0DFE6100077,2026-07-15 13:54:51,"1,62,667.41",SETTLED
TXNA0DFE6103360,2026-07-15 08:16:14,"3,07,760.14/-",SETTLED
TXNA0DFE6102490,2026-07-15 15:45:06,"Rs. 5,94,338.26",SETTLED
TXNA0DFE6101465,2026-07-15 03:03:43,"7,45,796.33",SETTLED
TXNA0DFE6102600,2026-07-15 00:44:41,"2,68,838.06",SETTLED
TXNA0DFE6100591,2026-07-15 11:52:55,"2,58,740.24/-",SETTLED
TXNA0DFE6103590,2026-07-15 02:27:14,"Rs. 2,58,326.28",SETTLED
TXNA0DFE6103296,2026-07-15 10:15:48,"5,06,521.88",SETTLED
TXNA0DFE6103150,2026-07-15 06:38:05,"7,56,719.16",SETTLED
TXNA0DFE6102800,2026-07-15 14:04:39,"3,74,740.25/-",SETTLED
TXNA0DFE6102278,2026-07-15 15:48:02,"Rs. 5,44,155.06",SETTLED
TXNA0DFE6100261,2026-07-15 15:00:10,"1,26,901.62",SETTLED
TXNA0DFE6103765,2026-07-15 12:08:17,"5,51,150.16",SETTLED
TXNA0DFE6103406,2026-07-15 14:25:13,"3,61,744.80/-",SETTLED
TXNA0DFE6101378,2026-07-15 12:17:43,"Rs. 15,561.61",SETTLED
TXNA0DFE6100831,2026-07-15 10:11:42,"38,547.10",SETTLED
TXNA0DFE6102947,2026-07-15 05:04:25,"5,54,980.98",SETTLED
TXNA0DFE6101345,2026-07-15 13:49:19,"8,40,362.78/-",SETTLED
TXNA0DFE6101904,2026-07-15 02:08:05,"Rs. 4,49,892.03",SETTLED
TXNA0DFE6103010,2026-07-15 13:31:57,"7,54,383.39",SETTLED
TXNA0DFE6101400,2026-07-15 10:10:00,"2,88,419.09",SETTLED
TXNA0DFE6102343,2026-07-15 14:29:03,"6,47,857.51/-",SETTLED
TXNA0DFE6101386,2026-07-15 08:37:09,"Rs. 3,58,143.78",SETTLED
TXNA0DFE6103243,2026-07-15 12:21:19,"6,17,939.26",SETTLED
TXNA0DFE6101500,2026-07-15 02:22:00,"7,12,494.79",SETTLED
TXNA0DFE6103685,2026-07-15 03:31:42,"1,88,677.06/-",SETTLED
TXNA0DFE6100851,2026-07-15 04:00:38,"Rs. 2,15,332.69",SETTLED
TXNA0DFE6100968,2026-07-15 13:17:01,"5,47,060.13",SETTLED
TXNA0DFE6101199,2026-07-15 01:41:52,"2,04,789.08",SETTLED
TXNA0DFE6100639,2026-07-15 02:41:37,"1,14,911.73/-",SETTLED
TXNA0DFE6101237,2026-07-15 11:03:43,"Rs. 8,67,075.94",SETTLED
TXNA0DFE6102302,2026-07-15 01:35:28,"4,09,809.10",SETTLED
TXNA0DFE6102928,2026-07-15 11:20:07,"4,85,189.37",SETTLED
TXNA0DFE6103402,2026-07-15 08:08:03,"5,21,052.39/-",SETTLED
TXNA0DFE6101190,2026-07-15 15:17:27,"Rs. 4,80,694.72",SETTLED
TXNA0DFE6102917,2026-07-15 05:19:41,"1,58,700.75",SETTLED
TXNA0DFE6103314,2026-07-15 13:53:11,"4,69,389.42",SETTLED
TXNA0DFE6100751,2026-07-15 09:38:36,"4,80,491.21/-",SETTLED
TXNA0DFE6100776,2026-07-15 13:33:18,"Rs. 3,40,781.71",SETTLED
TXNA0DFE6101195,2026-07-15 15:11:37,"8,25,914.56",SETTLED
TXNA0DFE6100089,2026-07-15 09:50:34,"5,41,889.13",SETTLED
TXNA0DFE6103575,2026-07-15 05:20:12,"3,83,088.90/-",SETTLED
TXNA0DFE6101642,2026-07-15 04:17:24,"Rs. 4,05,048.55",SETTLED
TXNA0DFE6103501,2026-07-15 13:19:14,"1,54,711.30",SETTLED
